HJ8s_33_S1 HJ28s_17_S3 HJ35_22s_34 HJ100s_26_S5 HJ154s_28_S6 HJ170s_35_S7 HJ172s_31_S8 HJ183s_32_S9
Bradi5g27703.4 1.857 0 0 0 0 0 0 4
Bradi5g27710.1 17.306 0 0 0 3.122 0 0 0
Bradi5g27720.5 1289 807 75 478 1546 639 447 640
Bradi5g27920.1 13 29 2 11 35 19 17 15
Bradi5g28120.2 60 26 8 62 92 8 28 33
Bradi4g00100.1 24 34 9 15 114 18 19 5
Bradi4g00200.3 287 291 45 187 521 217 205 238
Bradi4g00206.1 0 37 15 15 34 18 14 14
Bradi4g00218.1 1 0 0 0 0 0 0 0
Bradi4g00221.1 0 0 0 0 0 0 0 0
Bradi4g00227.1 0 0 0 0 0 1 0 0
Bradi4g00230.1 1885 950 97 765 1812 844 814 1234
Bradi4g00240.2 238 147 11 84 230 118 84 144
Bradi4g00250.1 1188 880 146 836 2480 1222 616 1035
Bradi4g00260.1 0 1 0 0 0 1 4 0
Bradi4g00270.1 608 363 43 374 908 586 375 425
Bradi4g00280.2 2062 1635 144 1089 3218 1480 1135 1432
Bradi4g00290.3 983 779 109 611 1445 557 360 842
Bradi4g00300.1 338 178 56 146 283 135 72 134
Bradi4g00310.2 357.245 140.947 67.432 111.351 364.65 252.691 188.704 248.641
Bradi4g00320.1 3144.755 1690.053 341.568 2339.649 5307.35 2191.409 1697.296 2192.359
Bradi4g00323.1 0 0 0 0 0 0 0 0
Bradi4g00326.1 0 0 0 0 0 1 0 0
Bradi4g00330.2 6285.171 5386.992 589.996 4107.101 11579.081 4149.071 2302.931 3419.99
Bradi4g00332.1 811 605 207 394 1035 548 476 621
Bradi4g00335.1 137.829 292.008 18.004 51.899 737.919 116.929 84.069 125.01
Bradi4g00340.2 0 0 2 2 72 6 17 2
Bradi4g00350.2 0 2 0 3 16 6 3 8
Bradi4g00360.1 0 0 0 0 0 0 0 0
Bradi4g00363.1 574 804 147 337 1800 616 353 444
Bradi4g00367.1 0 0 0 0 0 0 0 0
Bradi4g00380.1 0 0 0 0 0 2 0 0
Bradi4g00390.1 0 0 0 0 12 2 3 6
Bradi4g00397.2 0 0 0 0 7 0 0 0
Bradi4g00410.1 587 402 123 370 702 461 305 483
Bradi4g00420.1 0 0 0 0 0 2 0 0
Bradi4g00430.1 244.983 303 13 191 553 351 238 259
Bradi4g00440.1 0 2 0 0 9.004 0 0 0
Bradi4g00450.4 1273 932 105 744 2248 1064 648 869
Bradi4g00460.1 20 13 0 3 40 14 7 15
Bradi4g00467.1 1351 1725 346 680 2430.996 1139 987 1118
Bradi4g00480.1 351 303 65 225 439 269 268 355
Bradi4g00482.3 0 0 0 0 0 0 0 0
Bradi4g00486.1 157 236 104 130 615 311 136 157
Bradi4g00487.1 0 0 0 0 0 0 0 0
Bradi4g00490.2 476 338 38 364 983 290 235 326
Bradi4g00497.2 136 74 11 62 102 138 106 151
Bradi4g00510.2 19 24 1 17 32.985 17 15 28
Bradi4g00517.3 1645 1246 236 1379 3057.007 1377 994 1878
Bradi4g00530.1 1061.174 869 128 305 734 510 360 590.849
Bradi4g00540.1 0 0 0 0 0 0 0 1
Bradi4g00550.1 564 429 79 341 1199 393 391 573
Bradi4g00560.1 0 2 0 0 8 0 0 0
Bradi4g00570.1 6 2 0 0 4 2 8 2
Bradi4g00580.1 125 157 53 132 452 203 143 187
Bradi4g00590.1 0 0 0 0 0 0 0 0
Bradi4g00600.1 129.531 45.016 7 54.919 97 48.017 22.005 97.017
Bradi4g00606.1 21.099 31.329 2 29.298 69.108 5.983 15 34.642
Bradi4g00612.1 6 5 0 4.001 21.004 3 6.996 11.992
Bradi4g00620.1 99.37 45.655 2 24.782 98.888 60 21.999 62.349
Bradi4g00630.1 16 14 12 17 45 28 20 24
Bradi4g00640.1 596 630 182 590 1206 972 665 1206
Bradi4g00643.1 12 24 5 42 37 5 21 26
Bradi4g00646.1 202.974 113 13 99.001 237.003 50.006 75 127.017
Bradi4g00651.2 464 235 34 177 479.001 94 106 221
Bradi4g00660.3 782.771 872.537 215 390.491 1620.749 925.573 549.985 707.068
Bradi4g00670.1 135.952 113.635 38.443 82.344 233.846 170.855 111.583 147.934
Bradi4g00703.1 29.946 14.014 5 5 8.275 7 15 19
Bradi4g00707.1 33 13.737 1 6 7 2 17 7
Bradi4g00714.1 0 0 0 0 3 0 0 0
Bradi4g00720.2 5 2.264 0 0 0 0 0 0
Bradi4g00730.3 682 486 53 377 1368 552 448 569
Bradi4g00740.5 3418.985 3220.993 436.996 1965.994 6006.996 2373.996 1575.992 2599.995
Bradi4g00747.1 10.015 20.007 1.004 6.006 9.004 7.004 5.008 10.005
Bradi4g00760.13 894 694 245 556 1648 930 572 658
Bradi4g00770.1 108 102 33 61 191 61 57 125
Bradi4g00775.1 32 37 8 20 86 35 35.871 48
Bradi4g00777.1 12 14 1 2 16 1 5.129 9
Bradi4g00780.1 0 1 1 1 15 4 3 2
Bradi4g00790.3 0 0 0 0 0 0 0 0
Bradi4g00800.1 250 303 119 220 718 336 257 277
Bradi4g00805.1 68 171 51 66 344 176 95 82
Bradi4g00813.1 0 0 3 0 5 2 3 3
Bradi4g00820.1 0 13 4 5 40 9 12 20
Bradi4g00830.2 24 67 15 36 268 81 39 44
Bradi4g00840.1 0 0 0 0 0 0 0 0
Bradi4g00845.1 0 0 0 0 0 0 0 0
Bradi4g00850.1 0 7 4 8 10 5 7 0
Bradi4g00860.5 233 167 17 110 281 77 54 110
Bradi4g00865.1 0 4 0 3 13 4 3 4
Bradi4g00877.2 85 55 28 62 132 68 57 96
Bradi4g00878.1 0 0 0 0 0 0 0 0
Bradi4g00880.1 0 0 0 0 0 0 0 0
Bradi4g00884.1 0 0 0 0 11 0 1 0
Bradi4g00887.1 0 0 0 0 0 0 0 0
Bradi4g00889.1 0 0 0 0 0 0 0 0
Bradi4g00892.2 0 0 0 0 0 0 0 0
Bradi4g00896.1 0 0 0 0 0 0 0 0
Bradi4g00900.1 728 761 119 530 1004 732 515 826
Bradi4g00910.3 2065 1826 257 1088 3823 1250 1035 1350
Bradi4g00920.2 18 22 5 23 22 46 23 48
Bradi4g00925.1 6 3 0 2 4 7 0 2
Bradi4g00930.4 385 392 79 366 918 448 347 480
Bradi4g00940.1 26754 19337 7457 30836 57355.99 44529 29241 32753
Bradi4g00950.1 632 391 68 490 1005 634 510 596
Bradi4g00967.1 139 123 42 99 338 43 40 71
Bradi4g00980.1 1459 1085.263 211.283 865 2910.275 1296.971 902.381 1124
Bradi4g00987.1 2116 2216.737 450.717 1167 5575.725 1981.029 1067.616 1693
Bradi4g00996.1 28.001 37.383 1.841 28.784 75.158 31.144 21.433 64.619
Bradi4g01006.1 0 0 5 0 8 3 0 1
Bradi4g01015.1 422.646 214.501 16.58 267.07 519.834 288.045 185.725 293.658
Bradi4g01020.1 0 0 0 0 0 0 0 0
Bradi4g01027.1 0 0 0 0 0 2 0 0
Bradi4g01035.1 1173 853 167 587 1707 1017 628 802
Bradi4g01042.1 41 102 39 54 267 160 140 133
Bradi4g01045.1 162 163 45 152 526 255 167 202
Bradi4g01049.1 0 0 0 0 0 0 0 0
Bradi4g01057.1 0 0 0 0 0 0 0 0
Bradi4g01065.1 0 8 0 1 7 11 9 4
Bradi4g01070.4 1262 671 110 800 1985 665 497 760
Bradi4g01075.1 28 40 19 38 136 72 33 43
Bradi4g01080.1 663 646 36 502 1576 696 628 582
Bradi4g01090.1 269 285 33 189 516 256 223 280
Bradi4g01100.1 974 731 143 575 1483 706 494 682
Bradi4g01110.1 141 54 25 36 158 98 68 62
Bradi4g01113.3 0 0 0 0 0 0 0 0
Bradi4g01117.2 503 344 23 250 544 312 243 238
Bradi4g01130.2 5662 6861 748 2974 13011 5539 3414 3720
Bradi4g01140.1 415 372 45 241 934 447 258 335
Bradi4g01150.1 212 173 35 92 245 156 113 144
Bradi4g01170.2 0 0 0 0 0 0 0 0
Bradi4g01180.1 1 18 2 6 20 16 23 18
Bradi4g01185.1 87 88 14 55 185 125 124 128
Bradi4g01190.1 6 8 8 6 23 20 10 32
Bradi4g01200.3 19914 13425.096 2960 17149.986 39065.523 19113.605 12788.998 22545.893
Bradi4g01208.1 19 1 0 3 2 3 5 1
Bradi4g01215.1 341 169 71 197 307 165 174 218
Bradi4g01230.1 283.002 234.064 48 242.029 402.026 200 114.001 189
Bradi4g01240.2 4935 3414 597 2205 9212.106 3891 2751 4097
Bradi4g01250.2 0 0 0 0 0 0 0 0
Bradi4g01255.2 0 0 0 0 1.165 4 5.887 3.898
Bradi4g01260.1 0 0 0 0 0 8.715 20.823 10.187
Bradi4g01270.2 0 1 14 0 140 2 0 7
Bradi4g01280.5 0 27 10 29 62 38 44 31
Bradi4g01290.2 0 2 0 0 0 8 6 2
Bradi4g01300.1 300 301 77 168 920 304 242 266
Bradi4g01310.4 376 135 23 270 716 242 143 260
Bradi4g01320.1 408 224 70 251 636 314 174 407
Bradi4g01325.1 0 0 0 0 0 0 0 0
Bradi4g01330.1 0 0 0 0 0 0 0 0
Bradi4g01350.1 0 0 0 0 0 2 0 0
Bradi4g01360.4 1293 1036 191 697 2026 753 699 876
Bradi4g01370.1 912 581 118 564 955 636 599 968
Bradi4g01380.5 632 926 153 610 2330 751 429 898
Bradi4g01390.1 517 513 63.006 352 990 452 335 445
Bradi4g01400.6 1229 1386 121 773 2601 1064 648 1031
Bradi4g01410.1 1092 755 122 659 1703 859 639.998 1008.998
Bradi4g01420.1 8 2 0 0 2 0 3 0
Bradi4g01430.1 1889 1186 182 1318 2709 1407 983 1751
Bradi4g01440.1 21 9 0 0 12 19 18 19
Bradi4g01443.1 0 1 0 5 0 1 1 4
Bradi4g01446.1 0 0 0 0 0 0 0 0
Bradi4g01450.4 211 162 83 155 676 162 179 251
Bradi4g01460.8 483 612 162 533 1387 673 416 666
Bradi4g01470.3 0 0 0 0 0 0 0 0
Bradi4g01480.1 296 151 43 114 306 132 75 119
Bradi4g01490.1 342 352 86 371 691 435 399 519
Bradi4g01497.1 0 15 0 17 39 11 25 18
Bradi4g01502.1 0 0 0 0 6.203 0 2.077 4.317
Bradi4g01506.1 0 2.006 0 7.002 27.501 19.919 7.989 0
Bradi4g01513.4 0 9.777 2 23.999 32.599 35.589 15.995 0
Bradi4g01519.1 0 0 0 5.043 6.89 5.01 5.909 0
Bradi4g01526.1 0 2 4 4 15 6 4 3
Bradi4g01540.1 0 0 0 0 0 0 2 3
Bradi4g01547.4 161 84 27 136 320 205 132 196
Bradi4g01560.4 2306.369 2353.091 472.725 1365.511 4885.029 3240.331 2612.932 1488.018
Bradi4g01570.1 900.481 850.095 123.63 517.151 1525.605 830.707 640.04 653.269
Bradi4g01580.2 172 88 16 117 293 141 110 198
Bradi4g01590.1 305 175 52 232 470 309 305 287
Bradi4g01601.1 77.469 71.614 14.293 178.533 333.404 222.972 81.255 140.912
Bradi4g01610.1 15 46 12 15 98 63 54 46
Bradi4g01620.1 11 29 4 24 68 51 34 46
Bradi4g01630.1 355 225 31 267 610 306 229 384
Bradi4g01640.1 2586.001 1691 570 2047 4721.001 2128.996 1553 2419
Bradi4g01647.3 148 136 32 83 287 99 42 68
Bradi4g01661.1 0 0 0 0 0 0 0 0
Bradi4g01670.1 168 109.794 20 128 187.769 97.986 79.986 144.579
Bradi4g01680.1 0 0 0 0 0 10 0 0
Bradi4g01683.1 0 0 0 0 0 0 0 0
Bradi4g01687.6 7 10 0 3 48 12 10 10
Bradi4g01693.1 30 8 0 14 40 24 49 24
Bradi4g01700.1 2 11 1 11 20 20 26 22
Bradi4g01703.1 0 0 0 0 0 0 0 0
Bradi4g01706.1 38 59 24 47 131 136 139 81
Bradi4g01710.2 732 400 47 245 836 396 242 389
Bradi4g01717.1 309 246 36 284 488 360 337 461
Bradi4g01730.2 1020 847 78 735 1724 841 644 1187
Bradi4g01740.3 126 101 35 99 225 144 81 171
Bradi4g01747.2 39 15 6 12 74 80 40 27
Bradi4g01760.2 2182 1774 263 1423 3971 2247 1721 1282
Bradi4g01764.1 136 62 3 40 120 30 30 32
Bradi4g01767.1 23 28 2 11 25 9 7 7
Bradi4g01770.1 641 560 108 493 1354 823 518 680
Bradi4g01780.1 324 170 41 245 538 181 162 291
Bradi4g01790.1 429 185 39 185 536 309 226 424
Bradi4g01800.1 5 0 0 1 0 0 0 2
Bradi4g01810.1 316 261 37 185 554 359 231 226
Bradi4g01820.6 590 564 87 325 1178 429 259 344
Bradi4g01825.1 0 6 3 4 6 0 0 6
Bradi4g01830.1 432.834 285.474 72 230.939 804.286 227.897 198 232.586
Bradi4g01841.1 114 78 54 82.301 451 123 68 53
Bradi4g01850.1 290 136 57 247 657 171 149 255
Bradi4g01860.1 0 0 0 2 4 3 0 1
Bradi4g01865.1 0 0 0 0 0 1 2 2
Bradi4g01870.2 5.166 14.526 2 10.061 15.714 3.103 2 10.414
Bradi4g01877.1 0 6 2 1.699 8 0 4 0
Bradi4g01882.1 0 0 0 0 0 0 0 0
Bradi4g01887.2 977.016 908.022 168 583.972 1718.966 696.052 887.997 989.005
Bradi4g01900.9 27 39 4 44 56 82 30 77
Bradi4g01903.1 25 9 0 1 19 9 1 4
Bradi4g01906.1 101 42 11 62 109 67 55 114
Bradi4g01910.1 885.633 607.09 57.281 514.247 1453.903 726.476 450.341 908.659
Bradi4g01920.1 2932.025 2501.91 361.719 1490.572 5193.864 2765.524 1966.659 1937.615
Bradi4g01930.2 291 217 38 234 727 257 223 273
Bradi4g01935.1 0 0 0 0 0 0 0 0
Bradi4g01940.3 1944 1482 130.001 1135.292 3936.072 1258 748 965
Bradi4g01945.1 8 2 0 5 20 0 1 4
Bradi4g01950.1 1883 1150 488.804 1163.719 4931.118 1410.827 524 750.999
Bradi4g01961.1 113 70.707 6 47.768 180.231 70.219 81.865 85.407
Bradi4g01972.1 151 87.293 7 105.232 196.769 116.781 73.135 143.593
Bradi4g01980.1 273 147 25 120 317 158 131 178
Bradi4g01990.1 74 33 56 158 287 193 95 203
Bradi4g02000.3 1602 1074 205 1304 3226 1921 1622 1638
Bradi4g02010.1 2465 1797 166 1328 4140 1925 1308 1691
Bradi4g02020.8 472 363 33 174 860 293 134 137
Bradi4g02030.1 740 508 104 474 1013 566 518 573
Bradi4g02040.2 697 621 76 406 1458 615 369 566
Bradi4g02050.1 25 36 11 18 60 36 55 56
Bradi4g02060.3 1159 1234 170 542 1612 719 501 447
Bradi4g02066.1 0 1 0 0 1 0 0 0
Bradi4g02070.1 296 210 11 167 480 144 186 225
Bradi4g02080.1 83 57 14 60 159 119 37 107
Bradi4g02090.1 0 1 0 2 2 13 8 4
Bradi4g02100.2 628 466 46 372 1020 602 434 469
Bradi4g02110.3 0 1 0 3 14 1 4 6
Bradi4g02117.3 26 11 0 6 23 5 11 2
Bradi4g02130.1 260 116 16 108 259 192 115 210
Bradi4g02140.1 13 38 29 54.014 197 57 47 68
Bradi4g02150.3 1740 1042 165 1194 2781 1545 906 1277
Bradi4g02160.1 323 316 82 230 799 445 242 308
Bradi4g02168.2 110 19 6 24 108 71 40 48
Bradi4g02184.1 34.234 102.591 16.289 21.392 168.573 66.073 29.248 19.848
Bradi4g02192.1 1376.855 1153.31 276.867 516.017 1939.624 950.621 473.254 815.477
Bradi4g02196.1 17 16 9 29 25 32 18 11
Bradi4g02201.1 537.707 528.408 180.711 279.608 1274.313 407.927 181.752 281.151
Bradi4g02209.1 5.012 11.907 0 3.274 14.841 14.548 2.452 11.188
Bradi4g02214.1 7 6 9 4 9 26 6 13
Bradi4g02220.1 51.06 65.995 16 39.088 74.116 68.633 24.048 25.185
Bradi4g02231.3 50.99 13.578 0 1 27.172 0 0 4.745
Bradi4g02240.1 0 3 0 0 0 0 2 5
Bradi4g02250.1 185 80 9 37 182 83 29 20
Bradi4g02253.2 61 2 2 4 29 24 22 23
Bradi4g02254.1 92.62 73.217 20 78.787 178.95 114.079 69.001 84.887
Bradi4g02256.1 0 0 0 0 0 0 0 0
Bradi4g02260.1 1399 1276 218 845 2439 1264 783 1006
Bradi4g02267.6 1313 1067 159 1063 2546 1292 871 1042
Bradi4g02280.1 106 97.999 9 80 141.003 83.992 68.3 93.99
Bradi4g02287.1 0 4 1 0 5 7 0 0
Bradi4g02293.1 25 22 0 2 43 7 1 2
Bradi4g02300.2 19 0 0 0 11 0 3 0
Bradi4g02304.1 0 0 0 0 0 0 0 0
Bradi4g02308.1 0 0 0 0 0 0 0 0
Bradi4g02312.1 0 0 0 0 0 0 0 0
Bradi4g02317.1 0 0 0 0 0 0 0 0
Bradi4g02322.1 0 0 0 0 0 0 0 0
Bradi4g02324.1 0 1 0 4.991 2.3 4.471 12.009 6.001
Bradi4g02327.1 0 1 1 0 0 0 0 1
Bradi4g02340.6 315 309 54 167 690 381 164 168
Bradi4g02350.1 1060 1443 215 563 3737 1475 987 1056
Bradi4g02360.2 197 93 12 72 135 129 126 78
Bradi4g02367.1 14 12 2 8 36 79 21 35
Bradi4g02380.1 1943 1266 157 742 1803 1440 1044 1353
Bradi4g02390.7 955 802 65 644 1825 701 626 878
Bradi4g02400.1 2115 2138 356 1217 4889 2292 1341 1712
Bradi4g02410.1 364 201 58 182 370 188 139 185
Bradi4g02420.5 2591 2191 349 1664 4554 1896 1442 2249
Bradi4g02430.1 980 764 99 496 1550 892 670 527
Bradi4g02440.5 729 474 108 389 921 486 448 579
Bradi4g02450.1 27 17 0 8 6 25 7 22
Bradi4g02460.2 79 24 6 33 59 28 21 46
Bradi4g02467.1 51 67 22 89 209 301 144 198
Bradi4g02480.1 49 56 33 26 225 41 33 16
Bradi4g02485.16 0 0 0 0 0 0 0 0
Bradi4g02490.2 0 0 0 0 0 0 0 0
Bradi4g02500.3 0 0 0 0 0 0 0 0
Bradi4g02511.1 0 0 0 0 0 0 0 0
Bradi4g02520.3 0 0 0 0 0 0 0 0
Bradi4g02523.1 0 0 0 0 0 0 0 0
Bradi4g02525.10 0 3 3 6 10.927 6 6 0.577
Bradi4g02528.3 1222 612.938 110 625.833 1637.067 634.409 457.818 591.809
Bradi4g02535.2 203.32 106.38 27 86.829 201.217 136.032 75.698 89.319
Bradi4g02541.2 61 15 1 23 51 20 27 17
Bradi4g02543.1 69.431 31.593 0 14.376 78.6 6.58 15.741 15.1
Bradi4g02545.1 0 0 0 4 0 1 2 0
Bradi4g02548.1 12 6 0 2 14 19 26 36
Bradi4g02552.1 0 0 0 2.005 0 6.086 2.003 7.043
Bradi4g02553.1 0 0 0 0 0 0 0 0
Bradi4g02556.1 0 0 0 0 12 0 0 0
Bradi4g02557.1 16 92 40 30 449 36 32 86
Bradi4g02570.1 428 1099 73 1529 3052 356 130 237
Bradi4g02580.1 1861 1452 493 1437 5031 2435 1151 2246
Bradi4g02587.1 1596 1396 340 1101 2975 1630 1227 1415
Bradi4g02600.1 3608 3214 850 2770 8472 4677 2616 4718
Bradi4g02607.2 464 427 47 294 1278 419 223 285
Bradi4g02620.1 281 89 7 111 284 164 100 196
Bradi4g02625.1 12.249 20.089 4 5.957 34.19 21.894 10.739 17.153
Bradi4g02630.1 3388 2053 149 1939 4715 2840 1915 2586
Bradi4g02640.2 1347 1014 127 601 2358 1003 630 793
Bradi4g02647.1 159 114 15 87 257 105 181 124
Bradi4g02660.2 0 0 0 0 0 5 0 0
Bradi4g02670.2 0 0 0 0 0 0 0 0
Bradi4g02673.1 0 0 0 0 0 0 0 0
Bradi4g02676.1 358 155 23 148 334 160 123 190
Bradi4g02678.1 248.999 142.043 35.847 136.978 342.995 183.054 149.916 246.595
Bradi4g02680.3 825.381 886 171 692.005 1833 982 669 893
Bradi4g02690.1 1066 694 101 688 1860 835 712 868
Bradi4g02700.2 714.57 477.781 105.556 393.41 1483.679 573.876 389.77 768.222
Bradi4g02710.1 1030.936 610.002 65 491.99 1361.995 620 445.97 805.994
Bradi4g02725.2 951 725 80 558 1341 577 521 829
Bradi4g02740.1 984 1192 218 792 2978 1052 640 979
Bradi4g02747.1 442 450 51 283 755 378 225 415
Bradi4g02760.16 1387 1195 114 600 2111 928 571 880
Bradi4g02767.2 453 213 53 237 494 299 213 291
Bradi4g02786.1 156.052 65.036 11 66 174.047 117.177 51.999 89.003
Bradi4g02793.1 0 0 0 0 0 0 0 0
Bradi4g02801.1 89 79 15 42 147 92 47.001 77
Bradi4g02810.1 355 361 39 265 906 344 302 285
Bradi4g02820.1 88 30 41 25 147 109 73 72
Bradi4g02825.1 23 25 7 34 156 34 32 42
Bradi4g02830.1 86 49 29 123 207 77 74 127
Bradi4g02837.1 27 15 1 15 56 43 7 15
Bradi4g02842.1 12 16 18 0 43 48 10 15
Bradi4g02850.1 55.134 72.783 36.133 75.708 327.536 79.831 53.294 89.335
Bradi4g02860.1 20 14 12 2 51 4 10 26
Bradi4g02870.1 0 8 0 6 26 30 3 11
Bradi4g02873.1 0 0 0 1 5 0 1 0
Bradi4g02877.1 0 8 9 6 17 9 5 3
Bradi4g02882.2 642.001 469.014 62 522.998 1199.006 399.002 398.003 701.007
Bradi4g02890.1 51 133 13 34 217 67 76 50
Bradi4g02900.4 1078 598 76 571 1299 584 377 667
Bradi4g02910.3 1234 511 56 583 1193 439 376 925
Bradi4g02917.1 101.233 37.043 5.043 9.92 54.638 39.197 29.404 25.003
Bradi4g02925.1 103 68 19 58 139 51 32 50
Bradi4g02930.1 699 448 100 576 1303 531 390 592
Bradi4g02940.1 531 476 155 433 1331 872 529 571
Bradi4g02950.5 0 1 3 18 46 7 7 15
Bradi4g02952.1 0 0 0 0 2 0 0 0
Bradi4g02955.1 60 0 0 13 17 25 4 16
Bradi4g02960.3 2.411 34.021 12.908 22.988 27.29 12.5 26.056 35.044
Bradi4g02964.1 1 2 1 0 7 12 5 5
Bradi4g02967.1 0 0 0 0 0 0 0 0
Bradi4g02970.1 384 423 96 355 814 359 360 269
Bradi4g02980.1 419 174 34 256 583 282 207 390
Bradi4g02986.1 0 25 0 7 47 20 8 10
Bradi4g02991.1 25 42 2 19 71 40 10 15.002
Bradi4g02996.2 0 2 0 13 35 8 4 13.998
Bradi4g03000.8 876 589 90 428 1125 335 265 611
Bradi4g03003.1 32 30.838 2.041 15.519 26.859 28 22.438 44
Bradi4g03004.1 0 0 0 1 1 0 0 0
Bradi4g03005.1 0 9 1 0 11 1 6 0
Bradi4g03012.1 37 41 7 22 183 19 41 33
Bradi4g03030.1 0 0 0 0 0 0 0 0
Bradi4g03041.2 20 18 8 19 33 13 20 25
Bradi4g03050.1 423 204 16 273 454 298 152 425
Bradi4g03060.1 1885 2709 470 1426 5487 2986 1927 1759
Bradi4g03070.3 0 8 0 3 0 0 1 2
Bradi4g03080.4 95 69 17 107 218 65 33 113
Bradi4g03083.1 21 3 0 0 2 1 3 0
Bradi4g03086.1 33 48 15 34 99 65 32 53.002
Bradi4g03089.1 0 1 0 0 0 0 0 0
Bradi4g03093.2 3 14 0 10 11 22 12 9
Bradi4g03097.1 0 0 0 0 0 0 0 0
Bradi4g03101.1 12 6.974 0 9.25 28.57 4.308 7 11.917
Bradi4g03107.1 70 83 10 89 223 145 85 91.998
Bradi4g03114.1 273 311 32 217 506 332 241 278
Bradi4g03121.1 257 254 76 261 697 549 361 446
Bradi4g03130.2 2746 2204 265 1597 5219 2116 1534 2061
Bradi4g03135.1 9 6 8 9 46 27 4 11
Bradi4g03140.4 39 32 10 37 165 140 46 75
Bradi4g03150.1 413 372 101 277 674 457 342 320
Bradi4g03160.1 321 433 121 244 616 772 667 702
Bradi4g03166.1 12 8 0 17 28 7 7 8
Bradi4g03172.1 572 459 93 390 1108 569 363 361
Bradi4g03180.2 13 0 2 14 5 0 0 0
Bradi4g03190.1 24 8 4 2 17 3 15 11
Bradi4g03193.3 81 97 6 57 235 47 74 75.256
Bradi4g03197.3 1334 444 131 669 1542 490 287 663.744
Bradi4g03210.1 0 0 0 0 0 0 0 0
Bradi4g03215.1 164 76 13 91 172 99 58 115
Bradi4g03220.1 808.914 796 161 511 1558.867 790 486 578.098
Bradi4g03230.2 4090 3159 445 1887 3855 2466 1575 2256
Bradi4g03240.3 100 71 18 73 131 55 63 70
Bradi4g03250.4 15 8 11 21 50 16 6 28
Bradi4g03254.1 136 69 9 67 137 71 23 104
Bradi4g03258.1 44 28 0 5 12 12 7 15
Bradi4g03270.1 22 0 0 5 7 1 3 1
Bradi4g03280.1 0 19 0 1 0 8 0 2
Bradi4g03285.1 0 0 0 0 0 0 0 0
Bradi4g03290.1 0 0 0 0 2 0 0 0
Bradi4g03293.1 42 10 6 24 77 19 13 22
Bradi4g03297.1 343 280 49 215 654 261 181 224
Bradi4g03299.1 0 6 0 0 0 0 0 1
Bradi4g03303.8 730 279 27 353 898 383 336 462
Bradi4g03310.1 233 161 14 102 275 135 64 153.032
Bradi4g03320.1 0 1 0 0 2 0 0 0
Bradi4g03330.2 0 0 0 0 0 0 0 0
Bradi4g03340.1 35 94 29.999 44 823 70 36 69
Bradi4g03350.1 7 4 6 2 13 8 0 15
Bradi4g03360.1 1349 1034 107 657 1841 761 522 1005
Bradi4g03371.3 0 0 0 0 11 3 0 0
Bradi4g03380.3 271 204 26 206 488 292 167 196
Bradi4g03390.1 287 185 83 99 407 199 116 115
Bradi4g03397.3 744 438 130 382 1115 586 337 610
Bradi4g03410.1 12 1 2 10 333 7 7 11
Bradi4g03420.2 3406 2562 304 1561 4882 2097 1300 2313
Bradi4g03430.1 2 5 1 1 0 2 0 3
Bradi4g03440.1 123 171 11 69 102 103 63 78
Bradi4g03450.3 47 14 17 4 48 14 19 9
Bradi4g03455.1 0 0 0 0 7 0 1 0
Bradi4g03460.1 599.765 1504.514 243.8 334.097 2584.899 873.66 460.248 546.37
Bradi4g03470.1 136 90 18 122 322 199 132 149
Bradi4g03477.1 1697 1065 178 1324 2724 1174 736 964
Bradi4g03490.1 299 222 25 272 469 319 239 239
Bradi4g03494.1 11 4 1 2 2 4 0 0
Bradi4g03500.1 596 435 61 352 822 494 374 497
Bradi4g03511.1 109 113 45 71 205 87 64 112
Bradi4g03520.1 52 66 19 66 153 66 35 45
Bradi4g03530.2 169 268 70 136 484 253 150 174
Bradi4g03540.1 12 29 2 7 16 21 17 28
Bradi4g03560.1 513.806 510.084 113.589 504.167 1323.437 654.457 414.502 485.281
Bradi4g03571.1 41.315 0 0 0 0 0 0 3.33
Bradi4g03580.1 79 146 32 6 191 107 56 30
Bradi4g03590.1 64.364 134.563 12.623 91.223 179.609 83.019 32.467 99.416
Bradi4g03600.1 198.127 162.46 46.273 115.734 351.52 133.986 65.535 115.602
Bradi4g03610.1 469 437 130 492 916 429 467 451
Bradi4g03620.1 56.112 32 4 7 48 17 6 18.132
Bradi4g03630.5 21 30 0 10 25 1 0 8
Bradi4g03640.2 73 121 8 57 149 79 64 78
Bradi4g03645.1 259.443 133.492 1.026 95.728 208.151 142.403 74.012 99.618
Bradi4g03651.1 635.387 346.587 22.377 246.516 675.107 213.203 193.106 257.584
Bradi4g03655.1 0 0 0 0 0 0 0 0
Bradi4g03660.3 536.17 386.922 41.597 155.756 538.742 322.394 109.882 178.799
Bradi4g03670.2 1533 763 67 752 1937 1036 536 1106
Bradi4g03680.3 589 558 124 376 1089 695 402 650
Bradi4g03686.1 10 0 0 3 18 0 1 0
Bradi4g03690.8 1457 1358 186 948 3626 1255 876 1229
Bradi4g03700.1 159 73 11 97 261 139 107 125
Bradi4g03710.8 4 8 2 1.234 19 0 0 3.002
Bradi4g03711.1 0 0 0 0 0 0 0 0
Bradi4g03713.1 19 14 20 50 115 60 36 70
Bradi4g03720.3 116 63 36 81 459 42 81 97
Bradi4g03730.2 184 151 191 267 763 483 353 702
Bradi4g03736.1 1460 1156 148 626 1968 866 549 1196
Bradi4g03742.2 26 4 0 15 24 15 6 2
